"Gene","ctl1","ctl2","ctl3","ctl4","ctl5","ctl6","ctl7","dta1","dta2","dta3","dta4","dta5","dta6","dta7","dta8","dta9","dta10","dta11","dta12","dta13","dta14","dta15","dta16","dta17","dta18","dta19","dta20","dta21","dta22","dta23","dta24","dta25","dta26","dta27","dta28","dta29","dta30","dta31","dta32","dta33","dta34","dta35","dta36","dta37","dta38","dta39","dta40","dta41","dta42","dta43","dta44","dta45","dta46"
"ENSMUSG00000037469","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037470","1","5","1","32","2","3","16","6","13","10","8","0","10","4","2","8","0","12","10","0","2","1","1","3","3","5","3","3","11","18","29","0","1","6","5","10","9","10","16","1","9","0","7","12","23","6","10","37","3","1","5","1","4"
"ENSMUSG00000037474","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"ENSMUSG00000037475","0","1","1","7","2","1","19","1","9","2","3","0","2","2","0","5","0","0","5","0","0","1","0","0","1","1","2","2","3","4","14","0","0","3","2","4","2","6","6","1","1","1","0","5","3","5","12","22","1","0","2","0","0"
"ENSMUSG00000037477","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037482","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037486","0","0","1","6","4","1","17","4","3","3","3","0","1","1","0","3","0","1","1","1","0","0","3","0","0","3","0","1","1","2","5","0","0","1","3","3","2","3","2","1","2","1","1","2","5","2","8","13","1","0","3","0","0"
"ENSMUSG00000037487","0","2","0","34","13","8","30","4","18","13","15","0","15","9","0","17","1","13","13","2","9","9","2","0","7","12","4","2","16","23","34","0","0","16","13","14","17","17","25","13","8","0","6","18","19","9","40","54","4","1","8","0","3"
"ENSMUSG00000037492","0","0","0","0","0","0","4","0","0","1","0","0","1","0","0","4","1","0","0","0","1","0","0","0","0","0","0","1","0","0","3","0","1","0","1","0","12","1","8","0","10","4","9","2","2","2","0","19","0","0","0","0","0"
"ENSMUSG00000037493","0","0","0","7","1","0","7","1","1","0","1","0","1","0","0","0","0","1","3","0","0","0","0","0","0","0","3","0","2","0","5","0","0","3","1","0","0","2","3","1","1","0","0","2","1","0","0","10","1","1","0","0","0"
"ENSMUSG00000037499","1","10","0","28","3","0","25","8","17","8","8","2","7","8","2","14","1","15","9","3","2","4","2","1","3","7","1","1","25","15","33","2","2","22","7","17","22","12","25","3","8","0","14","20","27","2","63","46","3","1","0","2","0"
"ENSMUSG00000037503","5","12","4","80","3","4","52","16","47","8","23","2","23","6","1","21","6","18","24","2","4","1","2","1","3","5","3","4","32","21","55","0","5","28","22","39","27","21","51","6","14","5","19","37","59","16","52","50","9","7","4","1","4"
"ENSMUSG00000037509","1","2","0","16","0","0","13","2","5","4","5","0","5","1","0","9","0","4","5","0","0","2","2","0","0","1","0","3","5","5","12","0","0","2","4","4","7","7","8","0","2","0","4","16","10","5","12","18","2","0","0","0","0"
"ENSMUSG00000037514","0","3","0","8","1","3","22","3","6","2","4","1","3","1","0","3","0","3","3","1","0","2","1","0","0","0","4","2","2","3","8","0","0","1","5","5","4","7","6","1","2","1","2","7","5","3","6","17","0","0","3","0","0"
"ENSMUSG00000037519","0","2","1","19","4","2","35","3","7","5","8","0","3","5","0","4","1","4","10","3","1","3","0","2","1","5","7","3","8","6","13","1","0","5","7","13","6","13","9","4","3","0","1","11","12","1","12","37","0","0","3","0","2"
"ENSMUSG00000037523","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"ENSMUSG00000037525","0","0","0","0","0","0","0","2","4","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","1","2","0","0","0","1","0","3","1","2","0","0","0","0","1","0","1","0","5","0","0","0","0","0"
"ENSMUSG00000037526","0","1","0","6","0","0","6","1","4","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","2","0","0","1","0","2","0","0","0","0","0","0","3","1","1","0","1","0","0","0","0","0","3","1","0","0","0","0","1"
"ENSMUSG00000037529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037533","0","0","0","1","0","0","5","0","0","1","2","0","1","0","0","0","0","2","1","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","1","1","3","3","0","2","0","0","1","0","1","0","9","0","0","1","1","0"
"ENSMUSG00000037536","0","3","0","13","0","0","6","2","4","4","4","0","5","1","3","4","0","4","1","1","0","0","0","0","0","1","1","0","0","2","8","1","0","3","2","4","5","9","4","0","5","1","0","2","14","1","8","11","2","0","1","2","0"
"ENSMUSG00000037537","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037541","7","30","4","196","19","29","132","40","102","50","86","4","64","17","10","97","17","77","86","10","17","28","2","9","20","27","15","3","110","73","146","2","4","92","67","96","126","122","174","26","49","16","100","117","216","75","194","205","14","5","19","2","6"
"ENSMUSG00000037542","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037544","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0"
"ENSMUSG00000037548","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037552","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"ENSMUSG00000037553","4","9","2","32","3","0","33","6","16","8","12","1","10","4","1","8","4","7","13","1","4","6","3","0","0","5","1","5","8","11","14","1","0","13","7","16","9","6","19","1","7","0","8","16","17","6","26","31","3","2","2","0","4"
"ENSMUSG00000037568","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","1"
"ENSMUSG00000037570","0","1","0","8","1","0","5","2","4","0","0","0","1","1","0","2","0","1","1","0","1","2","0","1","1","0","2","1","0","3","4","1","0","2","1","3","6","2","6","4","0","0","1","2","1","1","5","5","0","0","1","0","0"
"ENSMUSG00000037572","0","0","0","0","0","0","3","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","6","0","0","0","0","0"
"ENSMUSG00000037573","1","2","0","8","7","1","47","4","4","9","10","5","10","1","0","8","1","2","4","2","2","4","1","1","1","4","4","4","3","11","19","0","0","6","4","11","8","11","4","0","9","1","1","4","6","0","13","36","1","2","2","1","2"
"ENSMUSG00000037577","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0"
"ENSMUSG00000037578","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037579","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037580","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037583","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037594","1","1","0","3","0","0","3","1","1","0","1","0","1","0","0","3","1","0","1","0","0","0","0","0","0","0","0","0","3","2","3","0","0","0","0","1","3","6","0","1","1","1","3","0","5","2","4","1","1","0","0","0","0"
"ENSMUSG00000037600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037601","0","2","0","24","1","0","24","3","23","11","7","1","13","0","0","16","1","9","14","6","5","1","0","1","0","2","1","1","20","18","32","2","0","12","15","11","29","20","32","2","7","3","13","12","45","8","59","47","3","1","0","0","1"
"ENSMUSG00000037605","0","3","1","4","1","1","21","1","7","3","4","0","2","0","2","2","2","2","2","2","2","1","0","2","1","0","4","1","5","5","16","0","1","3","3","3","3","1","2","0","1","2","7","2","5","0","9","19","1","0","1","1","0"
"ENSMUSG00000037606","0","0","0","1","0","0","7","0","0","1","0","0","2","2","0","1","0","2","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","1","0","1","9","2","0","0","0","0","3","0","0","2","6","0","0","0","0","0"
"ENSMUSG00000037608","0","4","1","30","4","9","45","4","14","19","9","1","20","7","0","23","1","8","13","1","0","4","0","0","4","3","9","1","15","17","18","0","1","6","11","11","14","9","10","2","3","6","8","9","19","5","34","53","2","0","2","1","1"
"ENSMUSG00000037610","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0"
"ENSMUSG00000037613","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037621","0","0","0","0","1","0","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"ENSMUSG00000037622","0","0","0","5","1","1","17","1","4","2","2","0","1","0","0","1","0","2","3","1","0","0","0","0","2","0","2","2","5","1","6","0","1","5","3","2","4","4","2","0","2","0","2","1","9","1","3","8","0","0","0","1","1"
"ENSMUSG00000037625","0","0","0","2","0","0","89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","3","0","6","0","1","0","1","1","0","0","0","0","0","0","0","0","0","28","0","0","0","1","0"
"ENSMUSG00000037627","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037628","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037636","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037638","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"ENSMUSG00000037640","0","1","0","4","0","0","7","0","2","2","1","0","1","1","0","4","0","1","2","1","0","0","2","0","0","1","1","1","0","4","5","0","0","1","0","2","3","0","3","1","1","0","5","1","3","0","5","7","0","0","0","1","0"
"ENSMUSG00000037643","1","1","0","5","2","0","15","3","1","4","0","1","0","0","0","7","1","1","1","3","1","0","0","0","0","2","1","2","5","6","4","0","0","2","4","2","4","8","6","1","4","0","1","4","6","0","8","9","1","0","1","0","0"
"ENSMUSG00000037646","0","3","0","7","0","0","6","1","5","2","4","0","4","0","1","5","0","5","5","1","2","0","0","1","0","0","0","1","2","2","4","0","0","2","2","4","3","2","1","1","2","0","0","3","5","0","10","7","0","0","0","0","0"
"ENSMUSG00000037649","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","2","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0"
"ENSMUSG00000037652","0","0","0","12","1","2","17","3","6","6","9","0","6","4","0","3","0","3","3","0","1","1","1","0","1","3","1","0","5","8","12","1","0","3","1","5","4","5","11","1","3","0","9","6","7","7","14","18","1","0","2","0","2"
"ENSMUSG00000037653","1","0","0","0","2","0","18","0","0","0","1","0","0","3","0","0","0","0","0","0","0","3","0","0","1","0","7","4","1","3","1","0","0","0","0","0","0","2","0","0","1","0","0","2","0","0","0","19","0","0","0","0","1"
"ENSMUSG00000037656","0","5","1","20","7","0","32","9","6","6","7","0","4","2","3","5","1","1","2","3","2","4","0","1","1","0","1","8","3","8","14","1","0","5","6","12","5","14","9","2","0","0","5","5","3","4","18","20","0","1","2","0","0"
"ENSMUSG00000037660","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037661","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0"
"ENSMUSG00000037664","0","0","0","0","0","0","4","0","0","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","1","1","0","0","1","1","0","2","7","0","0","11","2","3","2","1","0","1","34","0","0","0","0","0"
"ENSMUSG00000037669","1","2","1","8","0","0","5","0","3","5","4","0","4","1","2","1","1","0","2","0","1","1","0","0","1","1","0","1","2","2","11","1","0","0","2","5","5","1","1","2","0","0","3","1","3","2","9","5","0","0","2","1","0"
"ENSMUSG00000037674","0","1","0","5","3","1","19","0","1","3","7","0","2","1","2","3","0","1","5","0","0","0","0","0","2","0","1","0","2","4","6","0","0","2","2","2","6","6","3","1","6","0","2","1","4","3","10","15","1","0","0","0","0"
"ENSMUSG00000037679","0","0","0","0","0","0","20","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","5","0","1","0","2","0","3","0","0","0","0","4","0","0","0","0","0"
"ENSMUSG00000037681","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"ENSMUSG00000037683","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037685","0","0","0","2","1","1","30","0","0","1","1","0","0","4","0","0","1","0","0","0","0","5","2","0","0","0","4","3","1","3","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","39","0","1","1","0","0"
"ENSMUSG00000037686","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037689","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037692","0","0","0","17","3","3","58","5","4","10","7","1","2","2","0","2","0","3","3","1","3","4","0","1","4","1","9","4","3","6","19","0","0","7","4","3","4","6","7","1","1","3","1","2","9","2","4","38","1","0","3","1","0"
"ENSMUSG00000037697","1","4","0","10","0","3","30","0","7","3","4","0","2","1","0","4","0","2","2","2","1","2","2","0","0","1","4","0","0","1","7","0","0","5","2","2","3","2","9","1","1","0","3","1","5","3","3","28","0","0","2","0","0"
"ENSMUSG00000037703","0","0","0","9","0","0","26","1","5","4","2","0","1","1","0","3","0","0","2","0","1","4","1","0","0","1","4","5","4","3","6","1","0","0","3","1","4","3","6","1","0","0","1","3","5","3","4","22","0","0","1","0","2"
"ENSMUSG00000037705","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037706","15","57","2","200","7","3","198","48","100","52","99","6","57","22","16","88","3","54","66","19","11","17","12","10","9","15","18","34","57","114","177","4","12","72","46","77","60","60","98","10","34","6","65","84","87","60","112","134","26","9","5","4","20"
"ENSMUSG00000037708","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
